"","realtime","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","Light"
"647",647,"","","d","","","","e","","","","","",""
"648",648,"","","","e","","","","","","","","",""
"649",649,"","","","e","","","","","","","","",""
"650",650,"","","","e","","","","","","","","",""
"651",651,"","","","e","","","d,e","","","","","",""
"652",652,"","","","","","","","","","","","",""
"653",653,"","","","","","","","","","","","",""
"654",654,"","","","","","","d","","","","","",""
"655",655,"","","","","","","","","","","","",""
"656",656,"","","","","d","","","","","","","",""
"657",657,"","","","","","","","","","","","",""
"658",658,"","","d","d","","","","","","","","",""
"659",659,"","","","","","","","","","","","",""
"660",660,"","","d,e","","","","","","","","","",""
"661",661,"","","","","","","","","","","","",""
"662",662,"","","","d","","","","","","","","",""
"663",663,"","","","","","","","","","","","",""
"664",664,"","","","","","","","","","","","",""
"665",665,"","","","","","","","","","","","",""
"666",666,"","","","","","","","","","","","",""
"667",667,"","","","","","","","","","","","",""
"668",668,"","","","","","","","","","","","",""
"669",669,"","","","","","","d","","","","","",""
"670",670,"","","","","","","","d","","","","",""
"671",671,"","","","","","","","","","","","",""
"672",672,"","","","e","","","","","","","","",""
"673",673,"","","","e","","","","","","","","",""
"674",674,"","","","e","","","","","","","","",""
"675",675,"","","","","","","","","","","","",""
"676",676,"","","","d","","","","","","","","",""
"677",677,"","","","","","","","","","","","",""
"678",678,"","","","","d","","","","","","","",""
"679",679,"","","","","","","","","","","","",""
"680",680,"","","","","","","d","","","","","",""
"681",681,"","","","","","","","","","","e","",""
"682",682,"","","","","","","","","","","","",""
"683",683,"","","","","","","","","","","","",""
"684",684,"","","","","","","","","","","d,e","",""
"685",685,"","","","","","","e","","","","","",""
"686",686,"","","","","","","","","","","d","",""
"687",687,"","","","","","","","","","","","",""
"688",688,"","","","","","","","","","","","",""
"689",689,"","","","d","","","","","","","","",""
"690",690,"","","","","","","","","","","","",""
"691",691,"","","","","","","","","","","","",""
"692",692,"","","","","","","","","","","","",""
"693",693,"","","","","","","","","","","","",""
"694",694,"","","","","","","","","","","","",""
"695",695,"","","","","","","","","","","","",""
"696",696,"","","","","","","","","","","","",""
"697",697,"","","","","","","","","","","","",""
"698",698,"","","","","","","","","","","","",""
"699",699,"","","","","","","","","","","","",""
"700",700,"","","","","","","","","","","","",""
"701",701,"","","","","","","","","","","","",""
"702",702,"","","","","","","","","","","","",""
"703",703,"","","","","","","","","","","","",""
"704",704,"","","","","","","","","","","","",""
"705",705,"","","","","","","","","","","","",""
"706",706,"","","","","","","","","","","","",""
"707",707,"","","","","","","","","","","","",""
"708",708,"","","","","","","","","","","","",""
"709",709,"","","","","","","","","","","","",""
"710",710,"","","","","","","","","","","","e",""
"711",711,"","","","","","","","e","","","","",""
"712",712,"","","","","","","","","","","","",""
"713",713,"","","","","","","","","","","","",""
"714",714,"","","","","","","","","","","","",""
"715",715,"","e","e","","","","","","","","","",""
"716",716,"","e","e","","","","","","","","","",""
"717",717,"","","e,d","","","","","","","","","",""
"718",718,"","","e","","","","","","","","","",""
"719",719,"","d","","","","","","","","","","",""
"720",720,"","e","d","","","","","","","","","","on"
"721",721,"","e","","","","","","","","","","",""
"722",722,"","","","","","","","","","","","",""
"723",723,"","","","","","","","","","","","",""
"724",724,"","","","","","","","","","","","",""
"725",725,"","","","","","","","","","","","",""
"726",726,"","","","","","","","","","","","",""
"727",727,"","","","","","","","","","","","",""
"728",728,"","","","e","","","","","","","","",""
"729",729,"","","","e,d","","","","","","","","",""
"730",730,"","","","e","","e","","","","","","",""
"731",731,"","","","","","","","","","","","",""
"732",732,"","","","","","","","","","","","",""
"733",733,"","","","","","d","","","e","","","e",""
"734",734,"","","","","","e","","","e","","","",""
"735",735,"","","","","","e","","","d,e","","","",""
"736",736,"","","e","","","d","","","","","","",""
"737",737,"","","e,d","","","e","","","","","","",""
"738",738,"","","","","","","","","","","","",""
"739",739,"","","e","e","","","","","d","","","",""
"740",740,"","","d","","","","","","","","","",""
"741",741,"","","","","","","","","","","","",""
"742",742,"","","","","","","","","","","","",""
"743",743,"","","","","","","","","","","","",""
"744",744,"","","","","","","","","","","","",""
"745",745,"","","","","","","","","","","","",""
"746",746,"","","","","","","","","","","","",""
"747",747,"","","","","","","","","","","","",""
"748",748,"","","","","","","","","","","","e",""
"749",749,"","","","","","","","","","","","e",""
"750",750,"d","","","","","","","","","","","",""
"751",751,"","","","","","","d","","","","","",""
"752",752,"","","","","","","d","","","","","",""
"753",753,"","","","","e","","","","","","","",""
"754",754,"","","","","","","","","","","","",""
"755",755,"","","","","","","","","","","","",""
"756",756,"","","","","","","","","","","","",""
"757",757,"","","","","","","","","","","","",""
"758",758,"","","","","","","","","","","","",""
"759",759,"","","","","","","","","","","","",""
"760",760,"","","","","","","","","","","","",""
"761",761,"","","","","","","","","d","","","",""
"762",762,"","","","","","","","","","","","",""
"763",763,"","","","","","","","","","","","",""
"764",764,"","","","","","","","","","","","",""
"765",765,"","","","","","","d","","","","","",""
"766",766,"","","","","","","","","","","","",""
"767",767,"","","","","","","","","","","","",""
"768",768,"","","","","","","","","","","","",""
"769",769,"","","","d","","","","","","","","",""
"770",770,"","","","","","","","","","","","",""
"771",771,"","","","","d","","","","","","","",""
"772",772,"","","","","d","","e","","","","","",""
"773",773,"","","","","","","","","","","d","",""
"774",774,"","","","","","","","","","","","",""
"775",775,"","","","","","","","","","","","",""
"776",776,"","","","","","","","","","","","",""
"777",777,"","","","","","","","","","","","",""
"778",778,"","","","","","","","","","","d","",""
"779",779,"","","","","","","","","","","","",""
"780",780,"","","","","","","","","","","","",""
"781",781,"","","","","","","","","","","","",""
"782",782,"","","","","","","","","","","","",""
"783",783,"","","","","","","","","","","","",""
"784",784,"","e","","","","","","","","","","",""
"785",785,"d","e","","","","","","","","","","",""
"786",786,"d","","","","","","","","","","","",""
"787",787,"","","","","","","","","","","","",""
"788",788,"","","","","","","","","d","","","",""
"789",789,"","","","","","","d","","","","","",""
"790",790,"e","","","","","","","","","","","",""
"791",791,"","","","","","","","","e","","","",""
"792",792,"","","","","","","","","","","","",""
"793",793,"","","","","","","","","","","","",""
"794",794,"","d","","","","","","","","","","",""
"795",795,"","d","","","","","","","","","","",""
"796",796,"","","","","","","","","","","","",""
"797",797,"","","","","","","","","","","","",""
"798",798,"","","","","","","","","","","","",""
"799",799,"","","","","","","","","","","","",""
"800",800,"","e,d","","","","","","","","","","",""
"801",801,"","","","","d","","","","","","","",""
"802",802,"","","","","","","","","","","","",""
"803",803,"","","","","","","","","","","","",""
"804",804,"","","","","","","","","","","","",""
"805",805,"","","","","","","","","","","","",""
"806",806,"","","","","","","","","","","","",""
"807",807,"","","","","","","","","","","","",""
"808",808,"","","","","","","","","","","","",""
"809",809,"","","","","","","","","","","","",""
"810",810,"","","","","","","","","","","","",""
"811",811,"","","","","","","","","","","","",""
"812",812,"","","","","","","","","","","","",""
"813",813,"","","","","","","","","","","","",""
"814",814,"","","","","","","","","","","","",""
"815",815,"","","","d","","","","","","","","",""
"816",816,"","","","","","","","","","","","",""
"817",817,"","","","","","","","","","","","",""
"818",818,"","","","","","","","","","","","",""
"819",819,"","","","","","","","","","","","",""
"820",820,"","","","","","","","","","","","",""
"821",821,"","","","","","","","","","","","",""
"822",822,"","","","","","","","","","","","",""
"823",823,"","","","","","","","","","","","",""
"824",824,"","","","","","","","","","","","",""
"825",825,"","","","","","","","","","","","",""
"826",826,"","","","","","","","","","","","",""
"827",827,"","","","","","","","","","","","",""
"828",828,"","","","","","","","","","","","",""
"829",829,"","","","","","","","","","","e","",""
"830",830,"","","","","","","","","","","","",""
"831",831,"","","","","","","","","","","","",""
"832",832,"","","","","","","","","","","","",""
"833",833,"","","","","","","","","","","","",""
"834",834,"","","","","","","","","","","","",""
"835",835,"","","","","","","","","","","","",""
"836",836,"","","","","","","","","d","","","",""
"837",837,"","","","","","","","","","","","",""
"838",838,"","","","","","","","","","","d","",""
"839",839,"","","","","","","","","","","","",""
"840",840,"","","","","","","","","","","","",""
"841",841,"","","","","","","","","","","","",""
"842",842,"","","","","","","","","","","d","",""
"843",843,"","","","","","","","","","","","",""
"844",844,"","","","","","","","","","","","",""
"845",845,"","","","","","","","","","","d","",""
"846",846,"","","","","","","","","","","","",""
"847",847,"","","","","","","","","","","","",""
"848",848,"","","","","","","","","","","","",""
"849",849,"","","","","","","","","","","","",""
"850",850,"","","","","","","","","","","","",""
"851",851,"","","","","","","","","","","","",""
"852",852,"","","","","","","","","","","d","",""
"853",853,"","","","","","","","","","","d","",""
"854",854,"","","","","","","","","","","","",""
"855",855,"","","","","","","","","","","","",""
"856",856,"","","","","","","","","","","","",""
"857",857,"","","","","","","","","","","","",""
"858",858,"","","","","","","","","","","","",""
"859",859,"","","","","","","","","","","","",""
"860",860,"","","","","","","","","","","","",""
"861",861,"","","","","","","","","","","d","",""
"862",862,"","","","","","","","","","","","",""
"863",863,"","","","","","","","","","","","",""
"864",864,"","","","","","","","","","","","",""
"865",865,"","","","","","","","","","","","",""
"866",866,"","","","","","","","","","","","",""
"867",867,"","","","","","","","","","","","",""
"868",868,"","","","","","","","","","","","",""
"869",869,"","","","","","","","","","","","",""
"870",870,"","","","","","","","","","","","",""
"871",871,"","","","","","","","","","","","",""
"872",872,"","","","","","","","","","","","",""
"873",873,"","","","","","","","","","","","",""
"874",874,"","","","","","","","","","","","",""
"875",875,"","","","","","","","","","","","",""
"876",876,"","","","","","","","","","","","",""
"877",877,"","","","","","","","","","","","",""
"878",878,"","","","","","","","","","","","",""
"879",879,"","","","","","","","","","","","",""
"880",880,"","","","","","","","","","","","",""
"881",881,"","","","","","","","","","","","",""
"882",882,"","","","","","","","","","","","",""
"883",883,"","","","","","","","","","","","",""
"884",884,"","","","","","","","","","","","",""
"885",885,"","","","","","","","","","","","",""
"886",886,"","","","","","","","","","","","",""
"887",887,"","","","","","","","","","","","",""
"888",888,"","","","","","","","","","","","",""
"889",889,"","","","","","","","","","","","",""
"890",890,"","","","","","","","","","","","",""
"891",891,"","","","","","","","","","","","",""
"892",892,"","","","","","","","","","","","",""
"893",893,"","","","","","","","","","","","",""
"894",894,"","","","","","","","","","","","",""
"895",895,"","","","","","","","","","","","",""
"896",896,"","","","","","","","","","","","",""
"897",897,"","","","","","","","","","","","",""
"898",898,"","","","","","","","","","","","",""
"899",899,"","","","","","","","","","","","",""
"900",900,"","","","","","","","","","","","",""
"901",901,"","","","","","","","","","","","",""
"902",902,"","","","","","","","","","","","",""
"903",903,"","","","","","","","","","","","",""
"904",904,"","","","","","","","","","","","",""
"905",905,"","","","","","","","","","","","",""
"906",906,"","","","","","","","","","","","",""
"907",907,"","","","","","","","","","","","",""
"908",908,"","","","","","","","","","","","",""
"909",909,"","","","","","","","","","","","",""
"910",910,"","","","","","","","","","","","",""
"911",911,"","","","","","","","","","","","",""
"912",912,"","","d","","","","","","","","","",""
"913",913,"","","d","","","","","","","","","",""
"914",914,"","","","","","","","","","","","",""
"915",915,"","","","","","","","","","","","",""
"916",916,"","","","","","","","","","","","",""
"917",917,"","","","","","","","","","","","",""
"918",918,"","","","","","","","","","","","",""
"919",919,"","","","","","","","","","","","",""
"920",920,"","","","","","","","","","","","",""
"921",921,"","","","","","","","","","","","",""
"922",922,"","","","","","","","","","","","",""
"923",923,"","","","","","","","","","","","",""
"924",924,"","","","","","","","","","","","",""
"925",925,"","","","","","","","","","","","",""
"926",926,"","","","","","","","","","","","",""
"927",927,"","","","","","","","","","","","",""
"928",928,"","","","","","","","","","","","",""
"929",929,"","","","","","","","","","","","",""
"930",930,"","","","","","","","","","","","",""
"931",931,"","","","","","","","","","","","",""
"932",932,"","","","","","","","","","","","",""
"933",933,"","","","","","","","","","","","",""
"934",934,"","","","","","","","","","","","",""
"935",935,"","","","","","","","","","","","",""
"936",936,"","","","","","","","","","","","",""
"937",937,"","","","","","","","","","","","",""
"938",938,"","","","","","","","","","","","",""
"939",939,"","","","","","","","","","","","",""
"940",940,"","","","","","","","","","","","",""
"941",941,"","","","","","","","","","","","",""
"942",942,"","","","","","","","","","","","",""
"943",943,"","","","","","","","","","","","",""
"944",944,"","","","","","","","","","","","",""
"945",945,"","","","","","","","","","","","",""
"946",946,"","","","","","","","","","","","",""
"947",947,"","","","","","","","","","","","",""
"948",948,"","","","","","","","","","","","",""
"949",949,"","","","","","","","","","","","",""
"950",950,"","","","","","","","","","","","",""
"951",951,"","","","","","","","","","","","",""
"952",952,"","","","","","","","","","","","",""
"953",953,"","","","","","","","","","","","",""
"954",954,"","","","","","","","","","","","",""
"955",955,"","","","","","","","","","","","",""
"956",956,"","","","","","","","","","","","",""
"957",957,"","","","","","","","","","","","",""
"958",958,"","","","","","","","","","","","",""
"959",959,"","","","","","","","","","","","",""
"960",960,"","","","","","","","","","","","",""
"961",961,"","","","","","","","","","","","",""
"962",962,"","","","","","","","","","","","",""
"963",963,"","","","","","","","","","","","",""
"964",964,"","","","","","","","","","","","",""
"965",965,"","","","","","","","","","","","",""
"966",966,"","","","","","","","","","","","",""
"967",967,"","","","","","","","","","","","",""
"968",968,"","","","","","","","","","","","",""
"969",969,"","","","","","","","","","","","",""
"970",970,"","","","","","","","","","","","",""
"971",971,"","","","","","","","","","","","",""
"972",972,"","","","","","","","","","","","",""
"973",973,"","","","","","","","","","","","",""
"974",974,"","","","","","","","","","","","",""
"975",975,"","","","","","","","","","","","",""
"976",976,"","","","","","","","","","","","",""
"977",977,"","","","","","","","","","","","",""
"978",978,"","","","","","","","","","","","",""
"979",979,"","","","","","","","","","","","",""
"980",980,"","","","","","","","","","","","",""
"981",981,"","","","","","","","","","","","",""
"982",982,"","","","","","","","","","","","",""
"983",983,"","","","d","","","","","","","","",""
"984",984,"","","","","","","","","","","","",""
"985",985,"","","","","","","","","","","","",""
"986",986,"","","","","","","","","","","","",""
"987",987,"","","","","","","","","","","","",""
"988",988,"","","","","","","","","","","","",""
"989",989,"","","","","","","","","","","","",""
"990",990,"","","","","","","","","","","","",""
"991",991,"","","","","","","","","","","","",""
"992",992,"","","","","","","","","","","","",""
"993",993,"","","","","","","","","","","","",""
"994",994,"","","","","","","","","","","","",""
"995",995,"","","","","","","","","","","","",""
"996",996,"","","","","","","","","","","","",""
"997",997,"","","","","","","","","","","","",""
"998",998,"","","","","","","","","","","","",""
"999",999,"","","","","","","","","","","","",""
"1000",1000,"","","","","","","","","","","","",""
"1001",1001,"","","","","","","","","","","","",""
"1002",1002,"","","","","","","","","","","","",""
"1003",1003,"","","","","","","","","","","","",""
"1004",1004,"","","","","","","","","","","","",""
"1005",1005,"","","","","","","","","","","","",""
"1006",1006,"","","","","","","","","","","","",""
"1007",1007,"","","","","","","","","","","","",""
"1008",1008,"","","","","","","","","","","","",""
"1009",1009,"","","","","","","","","","","","",""
"1010",1010,"","","","","","","","","","","","",""
"1011",1011,"","","","","","","","","","","","",""
"1012",1012,"","","","","","","","","","","","",""
"1013",1013,"","","","","","","","","","","","",""
"1014",1014,"","","","","","","","","","","","",""
"1015",1015,"","","","","","","","","","","","",""
"1016",1016,"","","","","","","","","","","","",""
"1017",1017,"","","","","","","","","","","","",""
"1018",1018,"","","","","","","","","","","","",""
"1019",1019,"","","","","","","","","","","","",""
"1020",1020,"","","","","","","","","","","","",""
"1021",1021,"","","","","","","","","","","","",""
"1022",1022,"","","","","","","","","","","","",""
"1023",1023,"","","","","","","","","","","","",""
"1024",1024,"","","","","","","","","","","","",""
"1025",1025,"","","","","","","","","","","","",""
"1026",1026,"","","","","","","","","","","","",""
"1027",1027,"","","","","","","","","","","","",""
"1028",1028,"","","","","","","","","","","","",""
"1029",1029,"","","","","","","","","","","","",""
"1030",1030,"","","","","","","","","","","","",""
"1031",1031,"","","","","","","","","","","","",""
"1032",1032,"","","","","","","","","","","","",""
"1033",1033,"","","","","","","","","","","","",""
"1034",1034,"","","","","","","","","","","","",""
"1035",1035,"","","","","","","","","","","","",""
"1036",1036,"","","","","","","","","","","","",""
"1037",1037,"","","","","","","","","","","","",""
"1038",1038,"","","","","","","","","","","","",""
"1039",1039,"","","","","","","","","","","","",""
"1040",1040,"","","","","","","","","","","","",""
"1041",1041,"","","","","","","","","","","","",""
"1042",1042,"","","","","","","","","","","","",""
"1043",1043,"","","","","","","","","","","","",""
"1044",1044,"","","","","","","","","","","","",""
"1045",1045,"","","","","","","","","","","","",""
"1046",1046,"","","","","","","","","","","","",""
"1047",1047,"","","","","","","","","","","","",""
"1048",1048,"","","","","","","","","","","","",""
"1049",1049,"","","","","","","","","","","","",""
"1050",1050,"","","","","","","","","","","","",""
"1051",1051,"","","","","","","","","","","","",""
"1052",1052,"","","","","","","","","","","","",""
"1053",1053,"","","","","","","","","","","","",""
"1054",1054,"","","","","","","","","","","","",""
"1055",1055,"","","","","","","","","","","","",""
"1056",1056,"","","","","","","","","","","","",""
"1057",1057,"","","","","","","","","","","","",""
"1058",1058,"","","","","","","","","","","","",""
"1059",1059,"","","","","","","","","","","","",""
"1060",1060,"","","","","","","","","","","","",""
"1061",1061,"","","","","","","","","","","","",""
"1062",1062,"","","","","","","","","","","","",""
"1063",1063,"","","","","","","","","","","","",""
"1064",1064,"","","","","","","","","","","","",""
"1065",1065,"","","","","","","","","","","","",""
"1066",1066,"","","","","","","","","","","","",""
"1067",1067,"","","","","","","","","","","","",""
"1068",1068,"","","","","","","","","","","","",""
"1069",1069,"","","","","","","","","","","","",""
"1070",1070,"","","","","","","","","","","","",""
"1071",1071,"","","","","","","","","","","","",""
"1072",1072,"","","","","","","","","","","","",""
"1073",1073,"","","","","","","","","","","","",""
"1074",1074,"","","","","","","","","","","","",""
"1075",1075,"","","","","","","","","","","","",""
"1076",1076,"","","","","","","","","","","","",""
"1077",1077,"","","","","","","","","","","","",""
"1078",1078,"","","","","","","","","","","","",""
"1079",1079,"","","","","","","","","","","","",""
"1080",1080,"","","","","","","","","","","","",""
"1081",1081,"","","","","","","","","","","","",""
"1082",1082,"","","","","","","","","","","","",""
"1083",1083,"","","","","","","","","","","","",""
"1084",1084,"","","","","","","","","","","","",""
"1085",1085,"","","","","","","","","","","","",""
"1086",1086,"","","","","","","","","","","","",""
"1087",1087,"","","","","","","","","","","","",""
"1088",1088,"","","","","","","","","","","","",""
"1089",1089,"","","","","","","","","","","","",""
"1090",1090,"","","","","","","","","","","","",""
"1091",1091,"","","","","","","","","","","","",""
"1092",1092,"","","","","","","","","","","","",""
"1093",1093,"","","","","","","","","","","","",""
"1094",1094,"","","","","","","","","","","","",""
"1095",1095,"","","","","","","","","","","","",""
"1096",1096,"","","","","","","","","","","","",""
"1097",1097,"","","","","","","","","","","","",""
"1098",1098,"","","","d","","","","","","","","",""
"1099",1099,"","","","e","","","","","","","","",""
"1100",1100,"","","","","","","","","","","","",""
"1101",1101,"","","","","","","","","","","","",""
"1102",1102,"","","","","","","","","","","","",""
"1103",1103,"","","","","","","","","","","","",""
"1104",1104,"","","","","","","","","","","","",""
"1105",1105,"","","","","","","","","","","","",""
"1106",1106,"","","","","","","","","","","","",""
"1107",1107,"","","","","","","","","","","","",""
"1108",1108,"","","","","","","","","","","","",""
"1109",1109,"","","","","","","","","","","","",""
"1110",1110,"","","","","","","","","","","","",""
"1111",1111,"","","","","","","","","","","","",""
"1112",1112,"","","","","","","","","","","","",""
"1113",1113,"","","","","","","","","","","","",""
"1114",1114,"","","","","","","","","","","","",""
"1115",1115,"","","","","","","","","","","","",""
"1116",1116,"","","","","","","","","","","","",""
"1117",1117,"","","","","","","","","","","","",""
"1118",1118,"","","","","","d","","","","","","",""
"1119",1119,"","","","","","","","","","","","",""
"1120",1120,"","","","","","","","","","","","",""
"1121",1121,"","","","","","","","","","","","",""
"1122",1122,"","","","","","","","","","","","",""
"1123",1123,"","","","","","d","","","","","","",""
"1124",1124,"","","","","","","","","","","","",""
"1125",1125,"","","","","","","","","","","","",""
"1126",1126,"","","","","","","","","","","","",""
"1127",1127,"","","","","","","","","","","","",""
"1128",1128,"","","","","","","","","","","","",""
"1129",1129,"","","","","","","","","","","","",""
"1130",1130,"","","","","","","","","","","","",""
"1131",1131,"","","","","","","","","","","","",""
"1132",1132,"","","","","","","","","","","","",""
"1133",1133,"","","","","","","","","","","","",""
"1134",1134,"","","","","","","","","","","","",""
"1135",1135,"","","","","","","","","","","","",""
"1136",1136,"","","","","","","","","","","","",""
"1137",1137,"","","","","","","","","","","","",""
"1138",1138,"","","","","","","","","","","","",""
"1139",1139,"","","","","","","","","","","","",""
"1140",1140,"","","","","","","","","","","","",""
"1141",1141,"","","","","","","","","","","","",""
"1142",1142,"","","","","","","","","","","","",""
"1143",1143,"","","","","","","","","","","","",""
"1144",1144,"","","","","","","","","","","","",""
"1145",1145,"","","","","","","","","","","","",""
"1146",1146,"","","","","","","","","","","","",""
"1147",1147,"","","","","","","","","","","","",""
"1148",1148,"","","","","","","","","","","","",""
"1149",1149,"","","","","","","","","","","","",""
"1150",1150,"","","","","","","","","","","","",""
"1151",1151,"","","","","","","","","","","","",""
"1152",1152,"","","","","","","","","","","","",""
"1153",1153,"","","","","","","","","","","","",""
"1154",1154,"","","","","","","","","","","","",""
"1155",1155,"","","","","","","","","","","","",""
"1156",1156,"","","","","","","","","","","","",""
"1157",1157,"","","","","","","","","","","","",""
"1158",1158,"","","","","","","","","","","","",""
"1159",1159,"","","","","","","","","","","","",""
"1160",1160,"","","","","","","","","","","","",""
"1161",1161,"","","","","","","","","","","","",""
"1162",1162,"","","","","","","","","","","","",""
"1163",1163,"","","","","","","","","","","","",""
"1164",1164,"","","","","","","","","","","","",""
"1165",1165,"","","","","","","","","","","","",""
"1166",1166,"","","","","","","","","","","","",""
"1167",1167,"","","","","","","","","","","","",""
"1168",1168,"","","","","","","","","","","","",""
"1169",1169,"","","","","","","","","","","","",""
"1170",1170,"","","","","","","","","","","","",""
"1171",1171,"","","","","","","","","","","","",""
"1172",1172,"","","","","","","","","","","","",""
"1173",1173,"","","","","","","","","","","","",""
"1174",1174,"","","","","","","","","","","","",""
"1175",1175,"","","","","","","","","","","","",""
"1176",1176,"","","","","","","","","","","","",""
"1177",1177,"","","","","","","","","","","","",""
"1178",1178,"","","","","","","","","","","","",""
"1179",1179,"","","","","","","","","","","","",""
"1180",1180,"","","","","","","","","","","","",""
"1181",1181,"","","","","","","","","","","","",""
"1182",1182,"","","","","","","","","","","","",""
"1183",1183,"","","","","","","","","","","","",""
"1184",1184,"","","","","","","","","","","","",""
"1185",1185,"","","","","","","","","","","","",""
"1186",1186,"","","","","","","","","","","","",""
"1187",1187,"","","","","","","","","","","","",""
"1188",1188,"","","","","","","","","","","","",""
"1189",1189,"","","","","","","","","","","","",""
"1190",1190,"","","","","","","","","","","","",""
"1191",1191,"","","","","","","","","","","","",""
"1192",1192,"","","","","","","","","","","","",""
"1193",1193,"","","","","","","","","","","","",""
"1194",1194,"","","","","","","","","","","","",""
"1195",1195,"","","","","","","","","","","","",""
"1196",1196,"","","","","","","","","","","","",""
"1197",1197,"","","","","","","","","","","","",""
"1198",1198,"","","","","","","","","","","","",""
"1199",1199,"","","","","","","","","","","","",""
"1200",1200,"","","","","","","","","","","","",""
"1201",1201,"","","","","","","","","","","","",""
"1202",1202,"","","","","","","","","","","","",""
"1203",1203,"","","","","","","","","","","","",""
"1204",1204,"","","","","","","","","","","","",""
"1205",1205,"","","","","","","","","","","","",""
"1206",1206,"","","","","","","","","","","","",""
"1207",1207,"","","","","","","","","","","","",""
"1208",1208,"","","","","","","","","","","","",""
"1209",1209,"","","","","","","","","","","","",""
"1210",1210,"","","","","","","","","","","","",""
"1211",1211,"","","","","","","","","","","","",""
"1212",1212,"","","","","","","","","","","","",""
"1213",1213,"","","","","","","","","","","","",""
"1214",1214,"","","","","","","","","","","","",""
"1215",1215,"","","","","","","","","","","","",""
"1216",1216,"","","","","","","","","","","","",""
"1217",1217,"","","","","","","","","","","","",""
"1218",1218,"","","","","","","","","","","","",""
"1219",1219,"","","","","","","","","","","","",""
"1220",1220,"","","","","","","","","","","","",""
"1221",1221,"","","","","","","","","","","","",""
"1222",1222,"","","","","","","","","","","","",""
"1223",1223,"","","","","","","","","","","","",""
"1224",1224,"","","","","","","","","","","","",""
"1225",1225,"","","","","","","","","","","","",""
"1226",1226,"","","","","","","","","","","","",""
"1227",1227,"","","","","","","","","","","","",""
"1228",1228,"","","","","","","","","","","","",""
"1229",1229,"","","","","","","","","","","","",""
"1230",1230,"","","","","","","","","","","","",""
"1231",1231,"","","","","","","","","","","","",""
"1232",1232,"","","","","","","","","","","","",""
"1233",1233,"","","","","","","","","","","","",""
"1234",1234,"","","","","","","","","","","","",""
"1235",1235,"","","","","","","","","","","","",""
"1236",1236,"","","","","","","","","","","","",""
"1237",1237,"","","","","","","","","","","","",""
"1238",1238,"","","","","","","","","","","","",""
"1239",1239,"","","","","","","","","","","","",""
"1240",1240,"","","","","","","","","","","","",""
"1241",1241,"","","","","","","","","","","","",""
"1242",1242,"","","","","","","","","","","","",""
"1243",1243,"","","","","","","","","","","","",""
"1244",1244,"","","","","","","","","","","d","",""
"1245",1245,"","","","","","","","","","","","",""
"1246",1246,"","","","","","","","","","","d","",""
"1247",1247,"","","","","","","","","","","","",""
"1248",1248,"","","","","","","","","","","","",""
"1249",1249,"","","","e","","","","","","","","",""
"1250",1250,"","","","","","","","","","","","",""
"1251",1251,"","","","","","","","","","","","",""
"1252",1252,"","","","","","","","","","","d","",""
"1253",1253,"","","","","","","","","","","","",""
"1254",1255,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1255",1256,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1256",1257,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1257",1258,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1258",1259,NA,"","",NA,NA,NA,"",NA,"",NA,"d",NA,""
"1259",1260,NA,"","",NA,NA,NA,"",NA,"",NA,"d",NA,""
"1260",1261,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1261",1262,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1262",1263,NA,"","",NA,NA,NA,"",NA,"",NA,"d",NA,""
"1263",1264,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1264",1265,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1265",1266,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1266",1267,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1267",1268,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1268",1269,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1269",1270,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1270",1271,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1271",1272,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1272",1273,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1273",1274,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1274",1275,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1275",1276,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1276",1277,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1277",1278,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1278",1279,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1279",1280,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1280",1281,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1281",1282,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1282",1283,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1283",1284,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
